Nationalitätszeichen,Unterscheidungszeichen,StadtOderKreis,Herleitung,Bundesland.Name,Bundesland.Iso3166-2,Fußnoten,Bemerkung,KI-Text,gespeichert
D,SZB,Erzgebirgskreis,SchwarZenBerg,Sachsen,DE-SN,,,,nein
D,SÄK,Waldshut,SÄcKingen,Baden-Württemberg,DE-BW,,,,nein
D,SÖM,Sömmerda,SÖMmerda,Thüringen,DE-TH,,,,nein
D,SÜW,Südliche Weinstraße,SÜdliche Weinstraße,Rheinland-Pfalz,DE-RP,,,,nein
D,TBB,Main-Tauber-Kreis,TauBerBischofsheim,Baden-Württemberg,DE-BW,,,,nein
D,TDO,Nordsachsen,"Torgau, Delitzsch, Oschatz",Sachsen,DE-SN,,,,nein
D,TE,Steinfurt,TEcklenburg,Nordrhein-Westfalen,DE-NW,,,,nein
D,TET,"Rostock, Landkreis",TETerow,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,TF,Teltow-Fläming,"Teltow, Fläming",Brandenburg,DE-BB,,,,nein
D,TG,Nordsachsen,TorGau,Sachsen,DE-SN,,,,nein
D,TIR,Tirschenreuth,TIRschenreuth,Bayern,DE-BY,,,,nein
D,TO,Nordsachsen,"Torgau, Oschatz",Sachsen,DE-SN,,,,nein
D,TP,Uckermark,TemPlin,Brandenburg,DE-BB,,,,nein
D,TR,"Trier, Stadt und Trier-Saarburg",TRier,Rheinland-Pfalz,DE-RP,,,,nein
D,TS,Traunstein,TraunStein,Bayern,DE-BY,,,,nein
D,TT,Bodenseekreis,TeTtnang,Baden-Württemberg,DE-BW,,,,nein
D,TUT,Tuttlingen,TUTtlingen,Baden-Württemberg,DE-BW,,,,nein
D,TÖL,Bad Tölz-Wolfratshausen,TÖLz,Bayern,DE-BY,,,,nein
D,TÜ,Tübingen,TÜbingen,Baden-Württemberg,DE-BW,,,,nein
D,UE,Uelzen,UElzen,Niedersachsen,DE-NI,,,,nein
D,UEM,Vorpommern-Greifswald,UEckerMünde,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,UER,Vorpommern-Greifswald,UEcker-Randow,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,UFF,Neustadt a. d. Aisch-Bad Windsheim,UFFenheim,Bayern,DE-BY,,,,nein
D,UH,Unstrut-Hainich-Kreis,"Unstrut, Hainich",Thüringen,DE-TH,,,,nein
D,UL,"Ulm, Stadt, Alb-Donaukreis",ULm,Baden-Württemberg,DE-BW,3,,,nein
D,UM,Uckermark,UckerMark,Brandenburg,DE-BB,,,,nein
D,UN,Unna,UNna,Nordrhein-Westfalen,DE-NW,,,,nein
D,USI,Hochtaunuskreis,USIngen,Hessen,DE-HE,,,,nein
D,V,Vogtlandkreis,Vogtland,Sachsen,DE-SN,,,,nein
D,VAI,Ludwigsburg,VAIhingen,Baden-Württemberg,DE-BW,,,,nein
D,VB,Vogelsbergkreis,VogelsBerg,Hessen,DE-HE,,,,nein
D,VEC,Vechta,VEChta,Niedersachsen,DE-NI,,,,nein
D,VER,Verden,VERden,Niedersachsen,DE-NI,,,,nein
D,VG,Vorpommern-Greifswald,"Vorpommern, Greifswald",Mecklenburg-Vorpommern,DE-MV,,,,nein
D,VIB,"Landshut, Rottal-Inn",VIlsBiburg,Bayern,DE-BY,3,,,nein
D,VIE,Viersen,VIErsen,Nordrhein-Westfalen,DE-NW,,,,nein
D,VIT,Regen,VIechTach,Bayern,DE-BY,,,,nein
D,VK,"Völklingen, Stadt",VölKlingen,Saarland,DE-SL,,,,nein
D,VOH,Neustadt a. d. Waldnaab,VOHenstrauß,Bayern,DE-BY,,,,nein
D,VR,Vorpommern-Rügen,"Vorpommern, Rügen",Mecklenburg-Vorpommern,DE-MV,,,,nein
D,VS,Schwarzwald-Baar-Kreis,Villingen-Schwenningen,Baden-Württemberg,DE-BW,,,,nein
D,W,"Wuppertal, Stadt",Wuppertal,Nordrhein-Westfalen,DE-NW,,,,nein
D,WA,Waldeck-Frankenberg,WAldeck,Hessen,DE-HE,,,,nein
D,WAF,Warendorf,WArendorF,Nordrhein-Westfalen,DE-NW,,,,nein
D,WAK,Wartburgkreis,WArtburgKreis,Thüringen,DE-TH,,,,nein
D,WAN,"Herne, Stadt",WANne,Nordrhein-Westfalen,DE-NW,,,,nein
D,WAR,Höxter,WARburg,Nordrhein-Westfalen,DE-NW,,,,nein
D,WAT,"Bochum, Stadt",WATtenscheid,Nordrhein-Westfalen,DE-NW,,,,nein
D,WB,Wittenberg,WittenBerg,Sachsen-Anhalt,DE-ST,,,,nein
D,WBG,"Wolfsburg, Stadt",WolfsBurG,Niedersachsen,DE-NI,,,,nein
D,WBS,Worbis,WorBiS,Thüringen,DE-TH,,,,nein
D,WDA,Werdau,WerDAu,Sachsen,DE-SN,,,,nein
D,WE,"Weimar, Stadt",WEimar,Thüringen,DE-TH,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Weimarer Land",,nein
D,WEL,Limburg-Weilburg,WEiLburg,Hessen,DE-HE,,,,nein
D,WEN,"Weiden in der Oberpfalz, Stadt",WEideN,Bayern,DE-BY,,,,nein
D,WER,"Augsburg, Dillingen a. d. Donau",WERtingen,Bayern,DE-BY,3,,,nein
D,WES,Wesel,WESel,Nordrhein-Westfalen,DE-NW,,,,nein
D,WF,Wolfenbüttel,WolFenbüttel,Niedersachsen,DE-NI,,,,nein
D,WG,Ravensburg,WanGen,Baden-Württemberg,DE-BW,,,,nein
D,WHV,"Wilhelmshaven, Stadt",WilhelmsHaVen,Niedersachsen,DE-NI,,,,nein
D,WI,"Wiesbaden, Stadt",WIesbaden,Hessen,DE-HE,,,,nein
D,WIL,Bernkastel-Wittlich,WIttLich,Rheinland-Pfalz,DE-RP,,,,nein
D,WIS,Nordwestmecklenburg,WISmar,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,WIT,Ennepe-Ruhr-Kreis,WITten,Nordrhein-Westfalen,DE-NW,,,,nein
D,WIZ,Werra-Meißner-Kreis,WItZenhausen,Hessen,DE-HE,,,,nein
D,WK,Ostprignitz-Ruppin,WittstocK,Brandenburg,DE-BB,,,,nein
D,WL,Harburg,Winsen (Luhe),Niedersachsen,DE-NI,,,,nein
D,WLG,Vorpommern-Greifswald,WoLGast,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,WM,Weilheim-Schongau,WeilheiM,Bayern,DE-BY,,,,nein
D,WMS,Börde,WolMirStedt,Sachsen-Anhalt,DE-ST,,,,nein
D,WN,Rems-Murr-Kreis,WaiblingeN,Baden-Württemberg,DE-BW,,,,nein
D,WND,St. Wendel,WeNDel,Saarland,DE-SL,,,,nein
D,WO,"Worms, Stadt",WOrms,Rheinland-Pfalz,DE-RP,,,,nein
D,WOB,"Wolfsburg, Stadt",WOlfsBurg,Niedersachsen,DE-NI,,,,nein
D,WOH,Kassel,WOlfHagen,Hessen,DE-HE,,,,nein
D,WOL,"Freudenstadt, Ortenaukreis",WOLfach,Baden-Württemberg,DE-BW,3,,,nein
D,WOR,"Bad Tölz-Wolfratshausen, München, Starnberg",WOlfRatshausen,Bayern,DE-BY,3,,,nein
D,WOS,Freyung-Grafenau,WOlfStein,Bayern,DE-BY,,,,nein
D,WR,Harz,WernigeRode,Sachsen-Anhalt,DE-ST,,,,nein
D,WRN,Mecklenburgische Seenplatte,WaReN,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,WS,"Mühldorf am Inn, Rosenheim",WasSerburg,Bayern,DE-BY,3,,,nein
D,WSF,Burgenlandkreis,WeisSenFels,Sachsen-Anhalt,DE-ST,,,,nein
D,WST,Ammerland,WesterSTede,Niedersachsen,DE-NI,,,,nein
D,WSW,Görlitz,WeisSWasser,Sachsen,DE-SN,,,,nein
D,WT,Waldshut,WaldshuT,Baden-Württemberg,DE-BW,,,,nein
D,WTL,Osnabrück,WitTLage,Niedersachsen,DE-NI,,,,nein
D,WTM,Wittmund,WitTMund,Niedersachsen,DE-NI,,,,nein
D,WUG,Weißenburg-Gunzenhausen,WeißenbUrG,Bayern,DE-BY,,,,nein
D,WUN,Wunsiedel im Fichtelgebirge,WUNsiedel,Bayern,DE-BY,,,,nein
D,WUR,Leipzig,WURzen,Sachsen,DE-SN,,,,nein
D,WW,Westerwald,WesterWald,Rheinland-Pfalz,DE-RP,,,,nein
D,WZ,Lahn-Dill-Kreis,WetZlar,Hessen,DE-HE,,,,nein
D,WZL,Börde,WanZLeben,Sachsen-Anhalt,DE-ST,,,,nein
D,WÜ,Würzburg,WÜrzburg,Bayern,DE-BY,1,,,nein
D,WÜM,Cham,WaldMÜnchen,Bayern,DE-BY,,mit einem Buchstabendreher,,nein
D,Z,Zwickau,Zwickau,Sachsen,DE-SN,,,,nein
D,ZE,Anhalt-Bitterfeld,ZErbst,Sachsen-Anhalt,DE-ST,,,,nein
D,ZEL,Cochem-Zell,ZELl,Rheinland-Pfalz,DE-RP,,,,nein
D,ZI,Görlitz,ZIttau,Sachsen,DE-SN,,,,nein
D,ZIG,Schwalm-Eder-Kreis,ZIeGenhain,Hessen,DE-HE,,,,nein
D,ZP,Erzgebirgskreis,ZschoPau,Sachsen,DE-SN,,,,nein
D,ZR,Greiz,ZeulenRoda,Thüringen,DE-TH,,,,nein
D,ZW,"Südwestpfalz, Zweibrücken, Stadt",ZWeibrücken,Rheinland-Pfalz,DE-RP,3,,,nein
D,ZZ,Burgenlandkreis,ZeitZ,Sachsen-Anhalt,DE-ST,,,,nein
D,ÖHR,Hohenlohekreis,ÖHRingen,Baden-Württemberg,DE-BW,,,,nein
D,ÜB,"Ravensburg, Bodenseekreis, Sigmaringen",ÜBerlingen,Baden-Württemberg,DE-BW,3,,,nein
